% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
4959 +9.003047545e-01 +9.003047545e-01 +3.953803048e+02 +3.944800000e+02 -3.7736e+00 -3.1833e+00 -3.8053e+00 +3.6916e+00 +5.0708e-01 -2.8129e+00 +3.6697e+00 -9.6575e-01 -9.0536e-01 -3.6650e+00 +1.7645e+00 +1.3448e+00 +1.7084e+00 +3.3694e+00 -3.5108e+00 +3.1570e+00 -2.9598e+00 -1.3406e+00 +5.8219e-02 +9.9357e-01
5329 +6.084048954e-01 +6.084048954e-01 +3.950884049e+02 +3.944800000e+02 -3.7736e+00 -2.7804e+00 -3.8053e+00 +3.6916e+00 +5.0708e-01 -2.8129e+00 +3.6697e+00 -5.8260e-01 -9.0536e-01 -3.6650e+00 +1.7645e+00 +1.3448e+00 +1.7084e+00 +3.5062e+00 -3.5148e+00 +3.1570e+00 -2.9861e+00 -1.3406e+00 +1.8797e-01 +9.9357e-01
6049 +3.557874947e-01 +3.557874947e-01 +3.948357875e+02 +3.944800000e+02 -3.7736e+00 -2.9439e+00 -3.8053e+00 +3.6916e+00 +5.6368e-01 -2.8129e+00 +3.4631e+00 -5.8260e-01 -9.0536e-01 -3.6650e+00 +1.7645e+00 +1.1981e+00 +1.7084e+00 +3.5062e+00 -3.8776e+00 +3.1570e+00 -2.9598e+00 -1.3406e+00 +5.8219e-02 +1.1305e+00
6420 +2.312555191e-01 +2.312555191e-01 +3.947112555e+02 +3.944800000e+02 -3.7736e+00 -2.9439e+00 -3.8053e+00 +3.6916e+00 +7.7498e-01 -2.8129e+00 +3.4631e+00 -5.8260e-01 -8.9447e-01 -3.6650e+00 +1.7645e+00 +1.3448e+00 +1.7084e+00 +3.9134e+00 -3.7245e+00 +3.1570e+00 -2.9861e+00 -1.3954e+00 +5.8219e-02 +1.1305e+00
7328 +1.413890239e-01 +1.413890239e-01 +3.946213890e+02 +3.944800000e+02 -3.7736e+00 -2.9439e+00 -3.8053e+00 +3.6916e+00 +7.7498e-01 -2.8129e+00 +3.4631e+00 -5.8260e-01 -8.9447e-01 -3.7345e+00 +1.7645e+00 +1.3448e+00 +1.7084e+00 +3.8048e+00 -3.8776e+00 +2.9558e+00 -2.9598e+00 -1.3406e+00 +5.8219e-02 +1.2400e+00
7693 +9.246393339e-02 +9.246393339e-02 +3.945724639e+02 +3.944800000e+02 -3.7736e+00 -2.9439e+00 -3.8053e+00 +3.9341e+00 +7.7498e-01 -2.7500e+00 +3.4631e+00 -5.8260e-01 -8.9447e-01 -3.7345e+00 +1.9281e+00 +1.3448e+00 +1.7084e+00 +3.8048e+00 -3.8776e+00 +2.9558e+00 -2.9598e+00 -1.3406e+00 +5.8219e-02 +1.2273e+00
8409 +4.808570738e-02 +4.808570738e-02 +3.945280857e+02 +3.944800000e+02 -3.8710e+00 -2.9439e+00 -3.8053e+00 +3.9341e+00 +7.7498e-01 -2.8129e+00 +3.4631e+00 -5.8260e-01 -8.9447e-01 -3.6650e+00 +1.9636e+00 +1.3448e+00 +1.5688e+00 +3.8048e+00 -3.8776e+00 +2.9558e+00 -2.9598e+00 -1.3954e+00 +5.8219e-02 +1.2273e+00
8769 +3.350925743e-02 +3.350925743e-02 +3.945135093e+02 +3.944800000e+02 -3.8710e+00 -2.9439e+00 -3.8053e+00 +3.9341e+00 +8.5495e-01 -2.8129e+00 +3.4631e+00 -5.8260e-01 -8.9447e-01 -3.7345e+00 +1.9281e+00 +1.3448e+00 +1.5688e+00 +3.8048e+00 -3.8776e+00 +2.9558e+00 -2.9598e+00 -1.3954e+00 +5.8219e-02 +1.2273e+00
27716 +2.178232857e-02 +2.178232857e-02 +3.945017823e+02 +3.944800000e+02 -3.8710e+00 -2.9439e+00 -3.8053e+00 +3.9341e+00 +8.5495e-01 -2.9285e+00 +3.4631e+00 -5.8260e-01 -8.9447e-01 -3.7345e+00 +1.9281e+00 +1.3448e+00 +1.5688e+00 +3.8048e+00 -3.8776e+00 +2.9558e+00 -2.9023e+00 -1.3954e+00 +5.8219e-02 +1.2273e+00
27891 +1.455077494e-02 +1.455077494e-02 +3.944945508e+02 +3.944800000e+02 -3.8879e+00 -2.9439e+00 -3.8053e+00 +3.9341e+00 +8.5495e-01 -2.9285e+00 +3.4631e+00 -5.8260e-01 -8.9447e-01 -3.7345e+00 +1.9281e+00 +1.3448e+00 +1.5688e+00 +3.8048e+00 -3.8061e+00 +2.9707e+00 -2.9023e+00 -1.3954e+00 +5.8219e-02 +1.2764e+00
28735 +9.824411220e-03 +9.824411220e-03 +3.944898244e+02 +3.944800000e+02 -3.8879e+00 -2.8939e+00 -3.8053e+00 +3.9341e+00 +8.5495e-01 -2.9285e+00 +3.4631e+00 -5.8260e-01 -8.9447e-01 -3.7345e+00 +1.9281e+00 +1.3448e+00 +1.5688e+00 +3.8048e+00 -3.8061e+00 +2.9707e+00 -2.9023e+00 -1.3954e+00 +1.1876e-01 +1.2764e+00
29267 +5.909702871e-03 +5.909702871e-03 +3.944859097e+02 +3.944800000e+02 -3.8879e+00 -2.8939e+00 -3.8053e+00 +3.9214e+00 +8.5495e-01 -2.9285e+00 +3.4400e+00 -5.8260e-01 -8.9447e-01 -3.7345e+00 +1.9281e+00 +1.2106e+00 +1.5688e+00 +3.7790e+00 -3.8061e+00 +2.9707e+00 -2.9023e+00 -1.3954e+00 +1.1876e-01 +1.2764e+00
31568 +2.673560298e-03 +2.673560298e-03 +3.944826736e+02 +3.944800000e+02 -3.8879e+00 -2.8939e+00 -3.8007e+00 +3.9094e+00 +8.5495e-01 -2.9285e+00 +3.4400e+00 -5.8260e-01 -8.9447e-01 -3.7345e+00 +1.9281e+00 +1.2944e+00 +1.5688e+00 +3.7790e+00 -3.8061e+00 +2.9707e+00 -2.9023e+00 -1.3954e+00 +1.1876e-01 +1.2764e+00
32084 +2.390009650e-03 +2.390009650e-03 +3.944823900e+02 +3.944800000e+02 -3.9034e+00 -2.8939e+00 -3.8007e+00 +3.9094e+00 +8.5495e-01 -2.9285e+00 +3.4400e+00 -5.9081e-01 -8.9447e-01 -3.7398e+00 +1.9281e+00 +1.2944e+00 +1.5688e+00 +3.7790e+00 -3.8061e+00 +2.9707e+00 -2.9023e+00 -1.3954e+00 +1.1876e-01 +1.2764e+00
33150 +1.393970651e-03 +1.393970651e-03 +3.944813940e+02 +3.944800000e+02 -3.9034e+00 -2.8939e+00 -3.8007e+00 +3.9094e+00 +8.5495e-01 -2.9153e+00 +3.4400e+00 -5.9081e-01 -8.9447e-01 -3.7345e+00 +1.9281e+00 +1.2802e+00 +1.5688e+00 +3.7790e+00 -3.8061e+00 +2.9707e+00 -2.9023e+00 -1.3954e+00 +1.1722e-01 +1.2764e+00
83082 +5.931844037e-04 +5.931844037e-04 +3.944805932e+02 +3.944800000e+02 -3.8879e+00 -2.8917e+00 -3.8053e+00 +3.9121e+00 +8.5788e-01 -2.9106e+00 +3.4432e+00 -6.0649e-01 -8.8332e-01 -3.7372e+00 +1.9083e+00 +1.2655e+00 +1.5688e+00 +3.7819e+00 -3.8061e+00 +2.9663e+00 -2.9023e+00 -1.3937e+00 +1.0529e-01 +1.2764e+00
109689 +3.765584990e-04 +3.765584990e-04 +3.944803766e+02 +3.944800000e+02 -3.9034e+00 -2.8939e+00 -3.8007e+00 +3.9094e+00 +8.5495e-01 -2.9054e+00 +3.4459e+00 -5.9207e-01 -8.7705e-01 -3.7345e+00 +1.9140e+00 +1.2671e+00 +1.5688e+00 +3.7780e+00 -3.8100e+00 +2.9645e+00 -2.8948e+00 -1.3954e+00 +1.1147e-01 +1.2836e+00
170731 +2.417572945e-04 +2.417572945e-04 +3.944802418e+02 +3.944800000e+02 -3.8988e+00 -2.8917e+00 -3.8031e+00 +3.9074e+00 +8.5788e-01 -2.9041e+00 +3.4432e+00 -6.0649e-01 -8.8316e-01 -3.7347e+00 +1.9083e+00 +1.2720e+00 +1.5688e+00 +3.7668e+00 -3.8061e+00 +2.9638e+00 -2.8948e+00 -1.3937e+00 +1.0529e-01 +1.2764e+00
178880 +1.499512514e-04 +1.499512514e-04 +3.944801500e+02 +3.944800000e+02 -3.9017e+00 -2.8921e+00 -3.8009e+00 +3.9050e+00 +8.5788e-01 -2.9057e+00 +3.4432e+00 -6.0649e-01 -8.8332e-01 -3.7372e+00 +1.9083e+00 +1.2655e+00 +1.5716e+00 +3.7739e+00 -3.8155e+00 +2.9631e+00 -2.8986e+00 -1.3937e+00 +1.0529e-01 +1.2764e+00
236573 +9.894813400e-05 +9.894813400e-05 +3.944800989e+02 +3.944800000e+02 -3.8988e+00 -2.8917e+00 -3.8031e+00 +3.9074e+00 +8.5788e-01 -2.9084e+00 +3.4493e+00 -6.0011e-01 -8.8316e-01 -3.7347e+00 +1.9083e+00 +1.2693e+00 +1.5688e+00 +3.7695e+00 -3.8182e+00 +2.9589e+00 -2.8963e+00 -1.3937e+00 +1.0529e-01 +1.2764e+00
237125 +5.022430685e-05 +5.022430685e-05 +3.944800502e+02 +3.944800000e+02 -3.8988e+00 -2.8917e+00 -3.8031e+00 +3.9074e+00 +8.5788e-01 -2.9041e+00 +3.4432e+00 -6.0011e-01 -8.8316e-01 -3.7347e+00 +1.9083e+00 +1.2693e+00 +1.5688e+00 +3.7695e+00 -3.8182e+00 +2.9589e+00 -2.8963e+00 -1.3925e+00 +1.0529e-01 +1.2782e+00
255144 +3.742387025e-05 +3.742387025e-05 +3.944800374e+02 +3.944800000e+02 -3.8988e+00 -2.8921e+00 -3.8009e+00 +3.9050e+00 +8.5788e-01 -2.9057e+00 +3.4459e+00 -5.9909e-01 -8.8332e-01 -3.7355e+00 +1.9083e+00 +1.2719e+00 +1.5716e+00 +3.7739e+00 -3.8155e+00 +2.9631e+00 -2.8986e+00 -1.3937e+00 +1.0529e-01 +1.2836e+00
258678 +2.284177418e-05 +2.284177418e-05 +3.944800228e+02 +3.944800000e+02 -3.8988e+00 -2.8902e+00 -3.8024e+00 +3.9059e+00 +8.5788e-01 -2.9057e+00 +3.4459e+00 -5.9909e-01 -8.8332e-01 -3.7355e+00 +1.9083e+00 +1.2706e+00 +1.5716e+00 +3.7706e+00 -3.8155e+00 +2.9631e+00 -2.8986e+00 -1.3937e+00 +1.0529e-01 +1.2836e+00
329967 +1.435596215e-05 +1.435596215e-05 +3.944800144e+02 +3.944800000e+02 -3.8988e+00 -2.8902e+00 -3.8024e+00 +3.9059e+00 +8.5788e-01 -2.9057e+00 +3.4459e+00 -5.9909e-01 -8.8332e-01 -3.7355e+00 +1.9083e+00 +1.2706e+00 +1.5716e+00 +3.7706e+00 -3.8155e+00 +2.9589e+00 -2.8986e+00 -1.3937e+00 +1.0529e-01 +1.2836e+00
370797 +9.742421298e-06 +9.742421298e-06 +3.944800097e+02 +3.944800000e+02 -3.8988e+00 -2.8902e+00 -3.8024e+00 +3.9059e+00 +8.5788e-01 -2.9051e+00 +3.4459e+00 -6.0011e-01 -8.8275e-01 -3.7355e+00 +1.9109e+00 +1.2702e+00 +1.5716e+00 +3.7706e+00 -3.8156e+00 +2.9589e+00 -2.8986e+00 -1.3925e+00 +1.0446e-01 +1.2836e+00
472485 +6.308168281e-06 +6.308168281e-06 +3.944800063e+02 +3.944800000e+02 -3.8988e+00 -2.8902e+00 -3.8024e+00 +3.9059e+00 +8.5788e-01 -2.9051e+00 +3.4448e+00 -6.0011e-01 -8.8275e-01 -3.7355e+00 +1.9109e+00 +1.2702e+00 +1.5716e+00 +3.7706e+00 -3.8156e+00 +2.9608e+00 -2.8983e+00 -1.3925e+00 +1.0429e-01 +1.2831e+00
509475 +3.847222217e-06 +3.847222217e-06 +3.944800038e+02 +3.944800000e+02 -3.8988e+00 -2.8902e+00 -3.8024e+00 +3.9059e+00 +8.5847e-01 -2.9051e+00 +3.4455e+00 -5.9997e-01 -8.8275e-01 -3.7354e+00 +1.9093e+00 +1.2702e+00 +1.5709e+00 +3.7706e+00 -3.8155e+00 +2.9608e+00 -2.8972e+00 -1.3925e+00 +1.0429e-01 +1.2831e+00
572918 +2.272173560e-06 +2.272173560e-06 +3.944800023e+02 +3.944800000e+02 -3.8988e+00 -2.8902e+00 -3.8024e+00 +3.9059e+00 +8.5923e-01 -2.9051e+00 +3.4448e+00 -5.9997e-01 -8.8275e-01 -3.7353e+00 +1.9093e+00 +1.2702e+00 +1.5716e+00 +3.7706e+00 -3.8156e+00 +2.9608e+00 -2.8972e+00 -1.3925e+00 +1.0379e-01 +1.2820e+00
686943 +1.552858521e-06 +1.552858521e-06 +3.944800016e+02 +3.944800000e+02 -3.8988e+00 -2.8903e+00 -3.8024e+00 +3.9059e+00 +8.5923e-01 -2.9051e+00 +3.4448e+00 -5.9997e-01 -8.8275e-01 -3.7353e+00 +1.9093e+00 +1.2702e+00 +1.5709e+00 +3.7706e+00 -3.8156e+00 +2.9602e+00 -2.8973e+00 -1.3925e+00 +1.0379e-01 +1.2826e+00
783152 +9.697411656e-07 +9.697411656e-07 +3.944800010e+02 +3.944800000e+02 -3.8988e+00 -2.8902e+00 -3.8024e+00 +3.9056e+00 +8.5923e-01 -2.9051e+00 +3.4448e+00 -5.9997e-01 -8.8275e-01 -3.7353e+00 +1.9097e+00 +1.2705e+00 +1.5709e+00 +3.7715e+00 -3.8156e+00 +2.9602e+00 -2.8974e+00 -1.3925e+00 +1.0404e-01 +1.2826e+00
941706 +6.115859605e-07 +6.115859605e-07 +3.944800006e+02 +3.944800000e+02 -3.8983e+00 -2.8903e+00 -3.8024e+00 +3.9056e+00 +8.5923e-01 -2.9051e+00 +3.4448e+00 -5.9997e-01 -8.8270e-01 -3.7353e+00 +1.9097e+00 +1.2705e+00 +1.5709e+00 +3.7715e+00 -3.8160e+00 +2.9602e+00 -2.8974e+00 -1.3925e+00 +1.0404e-01 +1.2826e+00
1087652 +3.940418765e-07 +3.940418765e-07 +3.944800004e+02 +3.944800000e+02 -3.8983e+00 -2.8903e+00 -3.8024e+00 +3.9056e+00 +8.5923e-01 -2.9050e+00 +3.4448e+00 -5.9997e-01 -8.8224e-01 -3.7353e+00 +1.9097e+00 +1.2704e+00 +1.5709e+00 +3.7715e+00 -3.8160e+00 +2.9601e+00 -2.8974e+00 -1.3926e+00 +1.0404e-01 +1.2826e+00
1689692 +2.385405082e-07 +2.385405082e-07 +3.944800002e+02 +3.944800000e+02 -3.8983e+00 -2.8904e+00 -3.8024e+00 +3.9056e+00 +8.5923e-01 -2.9047e+00 +3.4448e+00 -6.0001e-01 -8.8224e-01 -3.7353e+00 +1.9096e+00 +1.2704e+00 +1.5715e+00 +3.7713e+00 -3.8160e+00 +2.9599e+00 -2.8977e+00 -1.3928e+00 +1.0404e-01 +1.2826e+00
1697840 +1.412080906e-07 +1.412080906e-07 +3.944800001e+02 +3.944800000e+02 -3.8983e+00 -2.8904e+00 -3.8024e+00 +3.9056e+00 +8.5923e-01 -2.9047e+00 +3.4448e+00 -6.0001e-01 -8.8224e-01 -3.7353e+00 +1.9096e+00 +1.2704e+00 +1.5712e+00 +3.7713e+00 -3.8160e+00 +2.9599e+00 -2.8977e+00 -1.3928e+00 +1.0404e-01 +1.2826e+00
1823114 +9.953106428e-08 +9.953106428e-08 +3.944800001e+02 +3.944800000e+02 -3.8983e+00 -2.8904e+00 -3.8024e+00 +3.9056e+00 +8.5923e-01 -2.9047e+00 +3.4448e+00 -6.0001e-01 -8.8224e-01 -3.7353e+00 +1.9096e+00 +1.2704e+00 +1.5712e+00 +3.7713e+00 -3.8160e+00 +2.9599e+00 -2.8977e+00 -1.3928e+00 +1.0404e-01 +1.2825e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.691111022e+02 +3.691111022e+02 +1.220011022e+02 -2.471100000e+02 +4.4911e+00 +4.3236e-01 +1.9434e+00 +3.0155e+00 -3.8007e+00 +7.5187e-01 -1.0383e+00 +2.9250e+00 -8.2926e-01 +8.3992e-01 -3.6391e+00 -1.0716e+00 -2.7625e+00 +4.4688e+00 +9.1219e-02 -1.4183e+00 -3.8340e+00 -4.5789e+00 +7.9441e-02 -7.8899e-01
379 +9.196505576e+01 +9.196505576e+01 -1.551449442e+02 -2.471100000e+02 -2.1634e+00 +4.3109e+00 +1.3132e+00 -4.1437e+00 -7.3776e-01 +1.6232e-01 +3.2926e+00 -2.4659e+00 -2.3057e-01 +1.1478e+00 +1.8231e+00 -4.6010e+00 +1.4828e+00 +2.7615e+00 +2.9914e+00 +3.8146e-01 +2.0399e-01 -4.0597e-01 +4.8834e-01 +3.8661e-01
557 +5.288943494e+01 +5.288943494e+01 -1.942205651e+02 -2.471100000e+02 -2.1284e+00 +4.6691e+00 +1.3132e+00 -4.1437e+00 -3.9831e+00 +2.6028e+00 +5.1784e-01 -4.5835e+00 -3.1553e-01 +1.7878e+00 +1.2254e+00 +1.8756e+00 +1.4828e+00 +2.7615e+00 +2.9914e+00 +3.8146e-01 +3.8110e+00 -2.3042e+00 +4.8834e-01 +3.8661e-01
1107 +3.590821941e+01 +3.590821941e+01 -2.112017806e+02 -2.471100000e+02 -2.4046e+00 -2.9618e+00 +1.3132e+00 -4.1437e+00 -3.9831e+00 +2.6028e+00 +5.1784e-01 -4.5835e+00 -3.1553e-01 +1.7878e+00 +1.2254e+00 +1.2476e+00 +2.2200e+00 +2.7615e+00 +2.9914e+00 +4.1882e-01 +3.8110e+00 -4.0597e-01 +4.8834e-01 +3.8661e-01
1648 +2.453940141e+01 +2.453940141e+01 -2.225705986e+02 -2.471100000e+02 -2.1634e+00 -2.4119e+00 +7.2517e-01 -4.1437e+00 -3.6575e+00 +1.5663e+00 +2.4341e+00 -4.3952e+00 -2.3057e-01 +1.7878e+00 +1.2254e+00 +1.2476e+00 +2.2200e+00 +2.7615e+00 +2.9914e+00 +3.8146e-01 +3.8110e+00 -4.0597e-01 +4.8834e-01 +3.8661e-01
2551 +1.452234262e+01 +1.452234262e+01 -2.325876574e+02 -2.471100000e+02 -2.4046e+00 -1.4146e+00 +6.8745e-01 -3.4009e+00 -3.6575e+00 +1.5663e+00 +2.4341e+00 -4.3952e+00 -3.1553e-01 +1.7878e+00 +1.2254e+00 +1.8375e+00 +2.2200e+00 +2.1320e+00 +3.2213e+00 +1.2677e-01 +3.8110e+00 -4.0597e-01 +1.8052e+00 +3.8661e-01
3469 +8.824818258e+00 +8.824818258e+00 -2.382851817e+02 -2.471100000e+02 -2.4046e+00 -5.9781e-01 +4.6762e-02 -4.1437e+00 -3.6575e+00 +1.5663e+00 +2.4341e+00 -4.3952e+00 -3.1553e-01 +1.7878e+00 +1.6481e+00 +1.2476e+00 +2.4786e+00 +1.3402e+00 +2.9914e+00 +3.8146e-01 +3.8110e+00 -4.0597e-01 +2.2415e+00 +3.8661e-01
4024 +6.100252696e+00 +6.100252696e+00 -2.410097473e+02 -2.471100000e+02 -2.6077e+00 -5.9781e-01 -6.9856e-01 -4.1437e+00 -3.6575e+00 +2.4632e+00 +3.3433e+00 -4.3952e+00 -3.1553e-01 +1.7878e+00 +1.7360e+00 +1.2476e+00 +2.4786e+00 +1.3402e+00 +3.2213e+00 +3.8146e-01 +3.8110e+00 -4.0597e-01 +2.2415e+00 +3.8661e-01
4749 +3.394954244e+00 +3.394954244e+00 -2.437150458e+02 -2.471100000e+02 -2.8028e+00 -1.1041e-01 -6.9856e-01 -4.1437e+00 -3.3584e+00 +2.4632e+00 +3.3433e+00 -4.3952e+00 -3.1553e-01 +2.1862e+00 +1.7360e+00 +1.2476e+00 +2.4786e+00 +1.5288e+00 +3.6379e+00 +3.8146e-01 +3.1192e+00 -4.0597e-01 +1.8564e+00 +3.8661e-01
5287 +1.854036504e+00 +1.854036504e+00 -2.452559635e+02 -2.471100000e+02 -3.7770e+00 -1.1041e-01 -6.9856e-01 -4.1437e+00 -3.3584e+00 +2.4632e+00 +3.3433e+00 -3.6505e+00 -3.1553e-01 +2.4869e+00 +1.7360e+00 +1.2476e+00 +2.4786e+00 +1.3402e+00 +3.4791e+00 +7.7948e-01 +2.9927e+00 -4.0597e-01 +1.8564e+00 +3.8661e-01
5653 +1.207470390e+00 +1.207470390e+00 -2.459025296e+02 -2.471100000e+02 -3.7770e+00 -1.1041e-01 -6.9856e-01 -4.1437e+00 -3.3584e+00 +2.4632e+00 +3.3433e+00 -3.6505e+00 -3.1553e-01 +2.4869e+00 +2.2308e+00 +1.2476e+00 +2.6110e+00 +1.3402e+00 +3.6379e+00 +7.7948e-01 +3.1192e+00 -4.0597e-01 +2.1171e+00 +3.8661e-01
6209 +9.322383648e-01 +9.322383648e-01 -2.461777616e+02 -2.471100000e+02 -3.7770e+00 -1.1041e-01 -6.9856e-01 -3.8619e+00 -3.3584e+00 +2.4632e+00 +3.3433e+00 -3.6505e+00 -3.1553e-01 +2.4869e+00 +2.2308e+00 +1.2476e+00 +2.6110e+00 +1.3402e+00 +4.0882e+00 +7.7948e-01 +3.1192e+00 -4.0597e-01 +2.1171e+00 +3.8661e-01
6574 +5.948123568e-01 +5.948123568e-01 -2.465151876e+02 -2.471100000e+02 -3.7770e+00 +2.5066e-01 -6.9856e-01 -3.8619e+00 -3.3584e+00 +2.4632e+00 +3.3433e+00 -3.6505e+00 -1.3853e-01 +2.4869e+00 +2.2308e+00 +1.2476e+00 +2.6110e+00 +1.0430e+00 +4.0882e+00 +7.7948e-01 +3.1192e+00 -4.0597e-01 +2.1171e+00 +3.8661e-01
7464 +3.803052410e-01 +3.803052410e-01 -2.467296948e+02 -2.471100000e+02 -3.7770e+00 +2.5066e-01 -6.9856e-01 -3.8619e+00 -3.3584e+00 +2.4632e+00 +3.3433e+00 -3.9810e+00 -1.3853e-01 +2.9567e+00 +2.2308e+00 +1.2476e+00 +2.6110e+00 +9.8595e-01 +4.0882e+00 +6.4310e-01 +3.1192e+00 -4.0597e-01 +2.1171e+00 +3.8661e-01
8359 +2.013310292e-01 +2.013310292e-01 -2.469086690e+02 -2.471100000e+02 -3.7770e+00 +2.5066e-01 -6.9856e-01 -3.8619e+00 -3.0488e+00 +2.2637e+00 +3.3433e+00 -3.9810e+00 -1.3853e-01 +2.9567e+00 +2.2308e+00 +1.2476e+00 +2.9243e+00 +9.8595e-01 +4.0882e+00 +6.4310e-01 +3.1192e+00 -1.6126e-01 +2.1171e+00 +3.8661e-01
9257 +1.514874466e-01 +1.514874466e-01 -2.469585126e+02 -2.471100000e+02 -3.7770e+00 +2.5066e-01 -6.9856e-01 -3.6452e+00 -3.0488e+00 +2.2637e+00 +3.3433e+00 -3.9810e+00 -1.3853e-01 +2.9567e+00 +2.2308e+00 +1.2476e+00 +2.9243e+00 +9.8595e-01 +3.9081e+00 +6.4310e-01 +2.8166e+00 -1.6126e-01 +2.1171e+00 +3.8661e-01
16470 +9.275055769e-02 +9.275055769e-02 -2.470172494e+02 -2.471100000e+02 -3.9917e+00 +1.9978e-01 -7.4085e-01 -3.7183e+00 -3.1429e+00 +2.2658e+00 +3.1914e+00 -3.8173e+00 -2.0297e-01 +2.7830e+00 +2.3569e+00 +1.3453e+00 +2.8196e+00 +8.5822e-01 +4.0434e+00 +5.3018e-01 +2.9476e+00 -2.2526e-01 +2.1644e+00 +2.6071e-01
16999 +5.795664303e-02 +5.795664303e-02 -2.470520434e+02 -2.471100000e+02 -3.7339e+00 +1.9978e-01 -7.4085e-01 -3.7183e+00 -3.1429e+00 +2.2658e+00 +3.1914e+00 -3.8173e+00 -2.0297e-01 +2.7830e+00 +2.3569e+00 +1.3453e+00 +2.8196e+00 +8.5822e-01 +4.0434e+00 +5.3018e-01 +2.9476e+00 -2.1176e-01 +2.1644e+00 +2.6071e-01
17329 +3.935349172e-02 +3.935349172e-02 -2.470706465e+02 -2.471100000e+02 -3.7530e+00 +1.9978e-01 -7.4085e-01 -3.7183e+00 -3.1429e+00 +2.2658e+00 +3.1914e+00 -3.8173e+00 -4.0230e-02 +2.7830e+00 +2.3569e+00 +1.3453e+00 +2.8196e+00 +8.5822e-01 +4.0434e+00 +5.7333e-01 +2.9476e+00 -2.2526e-01 +2.1644e+00 +2.6123e-01
33088 +2.405823609e-02 +2.405823609e-02 -2.470859418e+02 -2.471100000e+02 -3.7770e+00 +2.5066e-01 -6.9856e-01 -3.6452e+00 -3.0555e+00 +2.2637e+00 +3.2200e+00 -3.9116e+00 -7.1575e-02 +2.8193e+00 +2.3512e+00 +1.3794e+00 +2.7442e+00 +8.8950e-01 +3.9081e+00 +5.2188e-01 +2.9558e+00 -1.6126e-01 +2.2304e+00 +3.1099e-01
35471 +1.470281989e-02 +1.470281989e-02 -2.470952972e+02 -2.471100000e+02 -3.8094e+00 +2.5066e-01 -6.9856e-01 -3.6452e+00 -3.0755e+00 +2.3555e+00 +3.2200e+00 -3.9116e+00 -7.1575e-02 +2.8193e+00 +2.3512e+00 +1.3794e+00 +2.8457e+00 +8.8950e-01 +3.9081e+00 +5.2188e-01 +2.9558e+00 -1.6126e-01 +2.2304e+00 +2.9522e-01
55192 +8.737899468e-03 +8.737899468e-03 -2.471012621e+02 -2.471100000e+02 -3.7668e+00 +1.9978e-01 -6.7364e-01 -3.6802e+00 -3.1275e+00 +2.2806e+00 +3.1914e+00 -3.8892e+00 -6.3412e-02 +2.7830e+00 +2.3346e+00 +1.4166e+00 +2.8196e+00 +8.6497e-01 +3.9807e+00 +5.7333e-01 +2.9476e+00 -1.5884e-01 +2.2433e+00 +2.6123e-01
65851 +5.977354510e-03 +5.977354510e-03 -2.471040226e+02 -2.471100000e+02 -3.7530e+00 +1.9978e-01 -6.9170e-01 -3.6847e+00 -3.1005e+00 +2.2884e+00 +3.2075e+00 -3.9134e+00 -7.6588e-02 +2.7830e+00 +2.3346e+00 +1.3705e+00 +2.8196e+00 +8.9777e-01 +3.9656e+00 +5.7333e-01 +2.9476e+00 -1.3799e-01 +2.2282e+00 +2.9716e-01
74609 +3.433154320e-03 +3.433154320e-03 -2.471065668e+02 -2.471100000e+02 -3.7770e+00 +2.1184e-01 -6.9856e-01 -3.7050e+00 -3.0803e+00 +2.3343e+00 +3.2216e+00 -3.9079e+00 -7.1839e-02 +2.8121e+00 +2.3213e+00 +1.4149e+00 +2.8054e+00 +8.7392e-01 +3.9707e+00 +5.7059e-01 +2.9267e+00 -1.6126e-01 +2.2405e+00 +2.8237e-01
75580 +2.091828112e-03 +2.091828112e-03 -2.471079082e+02 -2.471100000e+02 -3.7952e+00 +2.1184e-01 -6.9856e-01 -3.7050e+00 -3.0803e+00 +2.3043e+00 +3.2216e+00 -3.9079e+00 -7.1839e-02 +2.8121e+00 +2.3213e+00 +1.3722e+00 +2.8054e+00 +8.7392e-01 +3.9707e+00 +5.7059e-01 +2.9267e+00 -1.6126e-01 +2.2405e+00 +2.8237e-01
76166 +1.580137503e-03 +1.580137503e-03 -2.471084199e+02 -2.471100000e+02 -3.7952e+00 +2.1184e-01 -6.9856e-01 -3.6918e+00 -3.0803e+00 +2.3043e+00 +3.2216e+00 -3.9079e+00 -7.1839e-02 +2.8121e+00 +2.3213e+00 +1.3722e+00 +2.8054e+00 +8.7392e-01 +3.9707e+00 +5.7059e-01 +2.9426e+00 -1.6126e-01 +2.2405e+00 +2.8237e-01
122766 +9.337027367e-04 +9.337027367e-04 -2.471090663e+02 -2.471100000e+02 -3.7951e+00 +1.9808e-01 -6.8849e-01 -3.6885e+00 -3.1184e+00 +2.3222e+00 +3.2200e+00 -3.9116e+00 -7.1575e-02 +2.8200e+00 +2.3365e+00 +1.3794e+00 +2.8170e+00 +8.7364e-01 +3.9819e+00 +5.6273e-01 +2.9558e+00 -1.6126e-01 +2.2304e+00 +2.7618e-01
